checkout.payment.provider.mollieKlarnaPayLater.descriptionText,Buy now and pay later with Klarna.,en_US
checkout.payment.provider.mollieKlarnaPayNow.descriptionText,Sofort bezahlen mit Klarna per Online-Banking.,de_DE
checkout.payment.provider.mollieKlarnaPayNow.descriptionText,Pay immediately with Klarna via online banking.,en_US
checkout.payment.provider.mollieKlarnaSliceIt.descriptionText,In Raten zahlen mit Klarna.,de_DE
checkout.payment.provider.mollieKlarnaSliceIt.descriptionText,Pay in installments with Klarna.,en_US
checkout.payment.provider.mollieEps.descriptionText,Bezahlen Sie sicher mit eps Online-Überweisung.,de_DE
checkout.payment.provider.mollieEps.descriptionText,Pay securely using eps online bank transfer.,en_US
checkout.payment.provider.mollieIdeal.descriptionText,Schnelle und sichere Zahlung mit iDEAL.,de_DE
checkout.payment.provider.mollieIdeal.descriptionText,Fast and secure payment with iDEAL.,en_US
checkout.payment.provider.mollieBancontact.descriptionText,Sicher bezahlen mit Bancontact.,de_DE
checkout.payment.provider.mollieBancontact.descriptionText,Secure payment with Bancontact.,en_US
checkout.payment.provider.mollieKbc.descriptionText,Bezahlen Sie direkt über KBC Online-Banking.,de_DE
checkout.payment.provider.mollieKbc.descriptionText,Pay directly via KBC online banking.,en_US
checkout.payment.provider.molliePayByBank.descriptionText,Bezahlen Sie per sicherer Banküberweisung.,de_DE
checkout.payment.provider.molliePayByBank.descriptionText,Pay using a secure bank transfer.,en_US
checkout.payment.provider.mollieCreditCard.descriptionText,Schließen Sie Ihren Einkauf sicher mit Ihren Kreditkartendaten ab.,de_DE
checkout.payment.provider.mollieCreditCard.descriptionText,Complete your purchase securely using your credit card credentials.,en_US
checkout.payment.provider.mollieApplePay.descriptionText,Schließen Sie Ihren Einkauf sicher mit Apple Pay ab.,de_DE
checkout.payment.provider.mollieApplePay.descriptionText,Complete your purchase securely using Apple Pay.,en_US
checkout.payment.provider.mollieBillie.descriptionText,Schließen Sie Ihren Einkauf sicher mit Billie ab.,de_DE
checkout.payment.provider.mollieBillie.descriptionText,Complete your purchase securely using Billie.,en_US
checkout.payment.provider.mollieIdealIn3.descriptionText,Schließen Sie Ihren Einkauf sicher mit iDEAL in3 ab.,de_DE
checkout.payment.provider.mollieIdealIn3.descriptionText,Complete your purchase securely using iDEAL in3.,en_US
checkout.payment.provider.mollieRiverty.descriptionText,Schließen Sie Ihren Einkauf sicher mit Riverty ab.,de_DE
checkout.payment.provider.mollieRiverty.descriptionText,Complete your purchase securely using Riverty.,en_US
checkout.payment.provider.mollieAlma.descriptionText,Schließen Sie Ihren Einkauf sicher mit Alma ab.,de_DE
checkout.payment.provider.mollieAlma.descriptionText,Complete your purchase securely using Alma.,en_US
